model,rep,condition,mode,step,elapsed_s,prompt_sha256,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,campaign,prompt_tokens,generation_tokens,generation_tps,ttft_s
9b,0,browser,agentic,1,2.264163166983053,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,43.62727040607641,1.9976877080043778
9b,0,browser,agentic,2,2.4336396659491584,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,42.90093519656654,2.1614952909294516
9b,0,browser,agentic,3,8.315259791910648,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,39.524522292304255,2.4805677079129964
9b,0,combined,one_shot,0,9.105809041997418,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,40.05232488699163,2.525990292080678
9b,0,combined,agentic,0,0.682086416054517,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,44.80380263394471,0.42390379100106657
9b,0,combined,agentic,1,2.225500833010301,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,43.080201859433,1.9577045829501003
9b,0,combined,agentic,2,2.393051250022836,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,44.90906435853617,2.1341402089456096
9b,0,combined,agentic,3,8.081126625067554,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,40.51958647633353,2.3904448749963194
9b,0,fault,one_shot,0,7.809461290948093,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,47.518755701553054,2.2633006249088794
9b,0,fault,agentic,0,0.741519208997488,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,52.2305820084085,0.5202893749810755
9b,0,fault,agentic,1,2.375330250011757,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,51.704323264929634,2.1514627090655267
9b,0,fault,agentic,2,2.427742667030543,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,52.40502350027971,2.20673704193905
9b,0,fault,agentic,3,7.3089220830006525,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,48.05875830301842,2.5112192910164595
9b,0,game,one_shot,0,8.23518929106649,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,40.495525627533794,1.726659708074294
9b,0,game,agentic,0,0.609911791048944,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,50.529323378405785,0.38074358308222145
9b,0,game,agentic,1,1.9508220410207286,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,49.99651522429106,1.719234916032292
9b,0,game,agentic,2,2.0704044579761103,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,52.5718904973296,1.850121874944307
9b,0,game,agentic,3,6.828261209069751,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,48.288311873518985,2.0525171250337735
9b,0,gpu,one_shot,0,33.84678933303803,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,8.847952660293174,4.061928875045851
9b,0,gpu,agentic,0,2.8026310419663787,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,10.013873766802549,1.6559836670057848
9b,0,gpu,agentic,1,8.259430916979909,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,8.903261212800704,6.965849749976769
9b,0,gpu,agentic,2,8.667868040967733,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,8.758518200784195,7.336020207963884
9b,0,gpu,agentic,3,37.66253291699104,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,7.840045806014304,8.260621333029121
9b,0,quiet,one_shot,0,7.2787726250244305,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,45.01908732242692,1.423664457979612
9b,0,quiet,agentic,0,0.6721839579986408,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,44.77519292771291,0.4130237080389634
9b,0,quiet,agentic,1,2.0350087080150843,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,49.51116167032119,1.7989701660117134
9b,0,quiet,agentic,2,2.2266667500371113,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,45.52711605368566,1.970704208011739
9b,0,quiet,agentic,3,7.486025208025239,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,43.28779796247556,2.158281625015661
9b,0,video,one_shot,0,8.660966583993286,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,41.25204612793721,2.271788708982058
9b,0,video,agentic,0,0.6838834169320762,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,45.19497019304448,0.43012020795140415
9b,0,video,agentic,1,2.2023785420460626,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,44.75073074287025,1.9427387081086636
9b,0,video,agentic,2,2.3893863750854507,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,44.89821884116721,2.1335550830699503
9b,0,video,agentic,3,7.99236433301121,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,41.066317897547215,2.376746458001435
9b,1,browser,one_shot,0,8.64000641705934,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,37.58326775156335,1.629105000058189
9b,1,browser,agentic,0,1.8073913330445066,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,44.381510919505025,1.548097083112225
9b,1,browser,agentic,1,2.1555245419731364,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,40.648835392619986,1.8727880000369623
9b,1,browser,agentic,2,2.3413310839096084,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,42.8106974102921,2.071135416976176
9b,1,browser,agentic,3,8.043086208053865,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,40.10304244513597,2.2947952080285177
9b,1,combined,one_shot,0,7.635714833042584,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,42.04992225558989,1.3667457080446184
9b,1,combined,agentic,0,1.699122624937445,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,47.22583122277934,1.4545970000326633
9b,1,combined,agentic,1,2.1048012500396,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,46.4657190059052,1.8545825839973986
9b,1,combined,agentic,2,2.257958000060171,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,46.923581649504605,2.0093775420682505
9b,1,combined,agentic,3,7.618650416960008,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,42.98140249473021,2.2550048329867423
9b,1,fault,one_shot,0,7.130180082982406,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,48.23293648005829,1.6660297909984365
9b,1,fault,agentic,0,1.5036393329501152,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,55.156598976555294,1.2940410829614848
9b,1,fault,agentic,1,1.86830591596663,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,53.43170154066268,1.651472541037947
9b,1,fault,agentic,2,2.004110416979529,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,54.008759145409,1.7897029999876395
9b,1,fault,agentic,3,6.715846249950118,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,49.044156921348126,2.0143383339745924
9b,1,game,one_shot,0,7.0662062499905005,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,45.305386193341285,1.249667042051442
9b,1,game,agentic,0,0.8515238330001011,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,50.7534288735672,0.6243058750405908
9b,1,game,agentic,1,2.02971295802854,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,49.62168182252367,1.7969645420089364
9b,1,game,agentic,2,2.223825916997157,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,49.70249106426673,1.9903659579576924
9b,1,game,agentic,3,7.369143749936484,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,44.52700510921272,2.1906586249824613
9b,1,gpu,one_shot,0,32.88653995899949,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,9.258578912101983,4.438818166963756
9b,1,gpu,agentic,0,2.8355024160118774,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,9.724308842483605,1.650014500017278
9b,1,gpu,agentic,1,7.1604043749393895,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,9.760110528716975,5.973772750003263
9b,1,gpu,agentic,2,7.4611426669871435,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,9.819141825262536,6.285761542036198
9b,1,gpu,agentic,3,31.8794825830264,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,9.356134200470365,7.240890542045236
9b,1,quiet,one_shot,0,6.630138542037457,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,48.43004442753237,1.1885581670794636
9b,1,quiet,agentic,0,0.6640760420123115,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,54.796272141264474,0.4532367920037359
9b,1,quiet,agentic,1,1.8428906250046566,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,54.67766369217371,1.630915708024986
9b,1,quiet,agentic,2,2.0117767499759793,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,54.30285318943352,1.7980999159626663
9b,1,quiet,agentic,3,6.869657082948834,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,47.307889690760646,1.9956399999791756
9b,1,video,one_shot,0,6.511619833065197,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,49.15179054057892,1.1498393750516698
9b,1,video,agentic,0,1.109710167045705,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,54.07010687877756,0.8955952920950949
9b,1,video,agentic,1,1.8806850409600884,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,53.6753047435223,1.6649927909020334
9b,1,video,agentic,2,1.9997609159909189,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,54.107718547613835,1.7856281250715256
9b,1,video,agentic,3,6.764569458086044,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,48.63232467729383,2.0231987080769613
9b,2,browser,one_shot,0,9.070029707974754,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,39.55325773858526,2.4085967499995604
9b,2,browser,agentic,0,0.6650535829830915,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,45.528945568936074,0.41115508298389614
9b,2,browser,agentic,1,2.0918631670065224,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,50.4230475269023,1.856812416925095
9b,2,browser,agentic,2,2.314170999918133,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,43.35065779565891,2.047712624887936
9b,2,browser,agentic,3,7.933901708107442,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,40.622738032487,2.253607999999076
9b,2,combined,one_shot,0,8.249147374997847,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,43.412583694614405,2.177981625078246
9b,2,combined,agentic,0,0.6437351671047509,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,47.88396407980065,0.4032257500803098
9b,2,combined,agentic,1,2.15562420792412,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,46.90804871451207,1.9079829159891233
9b,2,combined,agentic,2,2.3200382500654086,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,47.60049330909344,2.077646166086197
9b,2,combined,agentic,3,7.617699249996804,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,43.33973824233883,2.298777832998894
9b,2,fault,one_shot,0,6.836986291920766,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,49.60665974113321,1.5244207499781623
9b,2,fault,agentic,0,0.5721975420601666,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,55.27293333700754,0.3628996249753982
9b,2,fault,agentic,1,1.8662239169934765,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,54.92041125942335,1.6548182920087129
9b,2,fault,agentic,2,2.0216672921087593,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,54.90686422230525,1.810294667026028
9b,2,fault,agentic,3,6.653767416952178,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,49.47550231616651,1.9936150419525802
9b,2,game,one_shot,0,8.233905208064243,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,39.42585683760003,1.550544291967526
9b,2,game,agentic,0,0.7321878330549225,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,41.798421469377104,0.4577485000481829
9b,2,game,agentic,1,2.2885425409767777,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,42.129055544965496,2.0155576249817386
9b,2,game,agentic,2,2.509735665982589,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,42.66103379613869,2.2399640830699354
9b,2,game,agentic,3,8.34208379208576,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,39.360193214049936,2.47770254209172
9b,2,gpu,one_shot,0,32.744158957968466,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,9.21466740128324,4.139391792006791
9b,2,gpu,agentic,0,2.345582584035583,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,10.578210180856251,1.251594000030309
9b,2,gpu,agentic,1,6.766692874953151,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,10.007944943372014,5.610905124922283
9b,2,gpu,agentic,2,7.10657408402767,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,9.91685394063068,5.938422084087506
9b,2,gpu,agentic,3,30.27330749994144,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,9.822054392311731,6.791519499965943
9b,2,quiet,one_shot,0,8.551701458985917,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,40.901246792953444,2.1095317089930177
9b,2,quiet,agentic,0,0.6604582079453394,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,44.37912358249263,0.40183070802595466
9b,2,quiet,agentic,1,2.138038916978985,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,44.11977036153774,1.876926583936438
9b,2,quiet,agentic,2,2.325802541919984,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,48.18258571767793,2.072029999922961
9b,2,quiet,agentic,3,7.845891583012417,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,41.41870002246175,2.2805088330060244
9b,2,video,one_shot,0,7.146947250002995,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,49.082307040783725,1.7775414580246434
9b,2,video,agentic,0,0.5788762080483139,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,54.44628133028415,0.3663238750305027
9b,2,video,agentic,1,1.9028418749803677,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_9b_allcases_20260911,1114,11,51.68898652392271,1.6783619590569288
9b,2,video,agentic,2,2.0576084590284154,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_9b_allcases_20260911,1284,11,54.25741938952035,1.8439789590192959
9b,2,video,agentic,3,6.732123541063629,76742334ce9c2cfb8ff95d8a7e7a79b5c9646446e9ab42bba11454f1d0455908,,,,,,paging_9b_allcases_20260911,1466,230,48.92469503030318,2.018988791038282
